Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSPracticeFormPositive,Chrome 142.0.7444.176,,,27-11-2025 22:02:26,27-11-2025 22:08:21,"5m - 55,908s",PASSED
,,,,,,,
Test Cases/Positive/Case01-8-P1 Success Submit Practice Form,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:02:27,27-11-2025 22:04:40,"2m - 12,713s",PASSED
"DATA BINDING - {""Firstname"":""Awal"",""DateOfBirth"":""17 Aug 1945"",""FilePathInputBr..."":""/Data Files/Images/person-dummy.jpg"",""CurrentAddress"":""Sample Address A"",""MobileNumber"":""0858567891"",""State"":""NCR"",""Lastname"":""Akhir"",""City"":""Delhi"",""Subjects"":""Math"",""EmailAddress"":""email@email.com""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:02:28,27-11-2025 22:02:31,"2,659s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:02:31,27-11-2025 22:02:57,"25,973s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:57,27-11-2025 22:02:59,"2,035s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:02:59,27-11-2025 22:02:59,"0,053s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:02:59,27-11-2025 22:02:59,"0,364s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_firstName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:02:59,27-11-2025 22:03:00,"0,317s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_firstName""), Firstname)",Chrome 142.0.7444.176,,,27-11-2025 22:03:00,27-11-2025 22:03:00,"0,781s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:00,27-11-2025 22:03:01,"0,265s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:03:01,27-11-2025 22:03:01,"0,269s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 22:03:01,27-11-2025 22:03:02,"0,677s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Email_userEmail""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:02,27-11-2025 22:03:02,"0,266s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Email_userEmail""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:02,27-11-2025 22:03:02,"0,283s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:02,27-11-2025 22:03:04,"2,009s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Email_userEmail""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:03:04,27-11-2025 22:03:04,"0,257s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Email_userEmail""), EmailAddress)",Chrome 142.0.7444.176,,,27-11-2025 22:03:04,27-11-2025 22:03:05,"0,687s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Gender_Male""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:05,27-11-2025 22:03:05,"0,253s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Gender_Female""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:05,27-11-2025 22:03:06,"0,245s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Gender_Other""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:06,27-11-2025 22:03:06,"0,249s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Gender_Male""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:03:06,27-11-2025 22:03:06,"0,266s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:06,27-11-2025 22:03:08,"2,020s",PASSED
"verifyElementClickable(findTestObject(""Page_DEMOQA/input_Gender_Male""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:03:08,27-11-2025 22:03:08,"0,004s",NOT_RUN
"enhancedClick(findTestObject(""Page_DEMOQA/input_Gender_Male""))",Chrome 142.0.7444.176,,,27-11-2025 22:03:08,27-11-2025 22:03:20,"11,913s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:20,27-11-2025 22:03:20,"0,275s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:20,27-11-2025 22:03:21,"0,273s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:21,27-11-2025 22:03:23,"2,026s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:03:23,27-11-2025 22:03:23,"0,262s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), MobileNumber)",Chrome 142.0.7444.176,,,27-11-2025 22:03:23,27-11-2025 22:03:23,"0,658s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_DateOfBirth""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:23,27-11-2025 22:03:24,"0,259s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_DateOfBirth""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:03:24,27-11-2025 22:03:24,"0,270s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth""), Keys.chord(ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT))",Chrome 142.0.7444.176,,,27-11-2025 22:03:24,27-11-2025 22:03:24,"0,418s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:24,27-11-2025 22:03:26,"2,014s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth""), Keys.chord(DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE))",Chrome 142.0.7444.176,,,27-11-2025 22:03:26,27-11-2025 22:03:27,"0,413s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_DateOfBirth""), DateOfBirth)",Chrome 142.0.7444.176,,,27-11-2025 22:03:27,27-11-2025 22:03:28,"0,945s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth""), Keys.chord(ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT))",Chrome 142.0.7444.176,,,27-11-2025 22:03:28,27-11-2025 22:03:28,"0,540s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:28,27-11-2025 22:03:30,"2,010s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth""), Keys.chord(BACK_SPACE, ENTER))",Chrome 142.0.7444.176,,,27-11-2025 22:03:30,27-11-2025 22:03:31,"0,310s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:31,27-11-2025 22:03:33,"2,006s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_SubjectsInput""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:33,27-11-2025 22:03:33,"0,243s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_SubjectsInput""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:33,27-11-2025 22:03:33,"0,256s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:33,27-11-2025 22:03:35,"2,016s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_SubjectsInput""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:03:35,27-11-2025 22:03:35,"0,254s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_SubjectsInput""), Subjects)",Chrome 142.0.7444.176,,,27-11-2025 22:03:35,27-11-2025 22:03:36,"0,676s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_SubjectsInput""), Keys.chord(ENTER))",Chrome 142.0.7444.176,,,27-11-2025 22:03:36,27-11-2025 22:03:37,"0,540s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Hobbies_Sports""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:37,27-11-2025 22:03:37,"0,463s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Hobbies_Reading""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:37,27-11-2025 22:03:37,"0,244s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Hobbies_Music""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:37,27-11-2025 22:03:38,"0,248s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Hobbies_Sports""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:38,27-11-2025 22:03:38,"0,252s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:38,27-11-2025 22:03:40,"2,013s",PASSED
"enhancedClick(findTestObject(""Page_DEMOQA/input_Hobbies_Sports""))",Chrome 142.0.7444.176,,,27-11-2025 22:03:40,27-11-2025 22:03:52,"11,763s",PASSED
