Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSPracticeFormPositive,Chrome 142.0.7444.176,,,27-11-2025 22:30:11,27-11-2025 22:35:56,"5m - 44,713s",PASSED
,,,,,,,
Test Cases/Positive/Case01-8-P1 Success Submit Practice Form,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:30:12,27-11-2025 22:32:10,"1m - 57,397s",PASSED
"DATA BINDING - {""Firstname"":""Awal"",""DateOfBirth"":""17 Aug 1945"",""FilePathInputBr..."":""/Data Files/Images/person-dummy.jpg"",""CurrentAddress"":""Sample Address A"",""MobileNumber"":""0858567891"",""State"":""NCR"",""Lastname"":""Akhir"",""City"":""Delhi"",""Subjects"":""Math"",""EmailAddress"":""email@email.com""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:30:13,27-11-2025 22:30:17,"3,146s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:30:17,27-11-2025 22:30:26,"9,498s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:30:26,27-11-2025 22:30:28,"2,033s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:30:28,27-11-2025 22:30:28,"0,071s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:28,27-11-2025 22:30:29,"0,428s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_firstName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:30:29,27-11-2025 22:30:29,"0,319s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_firstName""), Firstname)",Chrome 142.0.7444.176,,,27-11-2025 22:30:29,27-11-2025 22:30:30,"0,814s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:30,27-11-2025 22:30:30,"0,251s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:30:30,27-11-2025 22:30:30,"0,268s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 22:30:30,27-11-2025 22:30:31,"0,765s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Email_userEmail""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:31,27-11-2025 22:30:31,"0,250s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Email_userEmail""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:31,27-11-2025 22:30:32,"0,277s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:30:32,27-11-2025 22:30:34,"2,014s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Email_userEmail""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:30:34,27-11-2025 22:30:34,"0,268s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Email_userEmail""), EmailAddress)",Chrome 142.0.7444.176,,,27-11-2025 22:30:34,27-11-2025 22:30:35,"0,702s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Gender_Male""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:35,27-11-2025 22:30:35,"0,262s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Gender_Female""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:35,27-11-2025 22:30:35,"0,250s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Gender_Other""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:35,27-11-2025 22:30:35,"0,250s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Gender_Male""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:30:35,27-11-2025 22:30:36,"0,250s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:30:36,27-11-2025 22:30:38,"2,015s",PASSED
"verifyElementClickable(findTestObject(""Page_DEMOQA/input_Gender_Male""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:30:38,27-11-2025 22:30:38,"0,004s",NOT_RUN
"enhancedClick(findTestObject(""Page_DEMOQA/input_Gender_Male""))",Chrome 142.0.7444.176,,,27-11-2025 22:30:38,27-11-2025 22:30:50,"11,979s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:50,27-11-2025 22:30:50,"0,274s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:50,27-11-2025 22:30:50,"0,267s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:30:50,27-11-2025 22:30:52,"2,011s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:30:52,27-11-2025 22:30:52,"0,270s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), MobileNumber)",Chrome 142.0.7444.176,,,27-11-2025 22:30:52,27-11-2025 22:30:53,"0,684s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_DateOfBirth""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:30:53,27-11-2025 22:30:53,"0,257s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_DateOfBirth""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:30:53,27-11-2025 22:30:54,"0,251s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth""), Keys.chord(ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT))",Chrome 142.0.7444.176,,,27-11-2025 22:30:54,27-11-2025 22:30:54,"0,445s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:30:54,27-11-2025 22:30:56,"2,009s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth""), Keys.chord(DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE))",Chrome 142.0.7444.176,,,27-11-2025 22:30:56,27-11-2025 22:30:56,"0,415s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_DateOfBirth""), DateOfBirth)",Chrome 142.0.7444.176,,,27-11-2025 22:30:56,27-11-2025 22:30:57,"0,958s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth""), Keys.chord(ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT))",Chrome 142.0.7444.176,,,27-11-2025 22:30:57,27-11-2025 22:30:58,"0,451s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:30:58,27-11-2025 22:31:00,"2,018s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth""), Keys.chord(BACK_SPACE, ENTER))",Chrome 142.0.7444.176,,,27-11-2025 22:31:00,27-11-2025 22:31:00,"0,322s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:31:00,27-11-2025 22:31:02,"2,011s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_SubjectsInput""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:31:02,27-11-2025 22:31:02,"0,257s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_SubjectsInput""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:31:02,27-11-2025 22:31:03,"0,262s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:31:03,27-11-2025 22:31:05,"2,014s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_SubjectsInput""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:31:05,27-11-2025 22:31:05,"0,271s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_SubjectsInput""), Subjects)",Chrome 142.0.7444.176,,,27-11-2025 22:31:05,27-11-2025 22:31:06,"0,763s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_SubjectsInput""), Keys.chord(ENTER))",Chrome 142.0.7444.176,,,27-11-2025 22:31:06,27-11-2025 22:31:06,"0,550s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Hobbies_Sports""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:31:06,27-11-2025 22:31:07,"0,480s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Hobbies_Reading""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:31:07,27-11-2025 22:31:07,"0,258s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Hobbies_Music""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:31:07,27-11-2025 22:31:07,"0,274s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Hobbies_Sports""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:31:07,27-11-2025 22:31:08,"0,270s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:31:08,27-11-2025 22:31:10,"2,020s",PASSED
"enhancedClick(findTestObject(""Page_DEMOQA/input_Hobbies_Sports""))",Chrome 142.0.7444.176,,,27-11-2025 22:31:10,27-11-2025 22:31:22,"11,913s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Browse""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:31:22,27-11-2025 22:31:22,"0,260s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Browse""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:31:22,27-11-2025 22:31:22,"0,241s",PASSED
"uploadFile(findTestObject(""Page_DEMOQA/input_Browse""), getProjectDir() + FilePathInputBrowse)",Chrome 142.0.7444.176,,,27-11-2025 22:31:22,27-11-2025 22:31:22,"0,288s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:31:22,27-11-2025 22:31:24,"2,009s",PASSED
