Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSPracticeFormPositive,Chrome 142.0.7444.176,,,27-11-2025 21:07:25,27-11-2025 21:13:30,"6m - 5,058s",PASSED
,,,,,,,
Test Cases/Positive/Case01-8-P1 Success Submit Practice Form,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 21:07:26,27-11-2025 21:09:21,"1m - 55,151s",PASSED
"DATA BINDING - {""Firstname"":""Awal"",""DateOfBirth"":""17 Aug 1945"",""FilePathInputBr..."":""/Data Files/Images/person-dummy.jpg"",""CurrentAddress"":""Sample Address A"",""MobileNumber"":""0858567891"",""State"":""NCR"",""Lastname"":""Akhir"",""City"":""Delhi"",""Subjects"":""Math"",""EmailAddress"":""email@email.com""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 21:07:27,27-11-2025 21:07:29,"2,420s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 21:07:29,27-11-2025 21:07:39,"10,128s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:07:39,27-11-2025 21:07:41,"2,030s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 21:07:41,27-11-2025 21:07:41,"0,047s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:07:41,27-11-2025 21:07:42,"0,325s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_firstName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:07:42,27-11-2025 21:07:42,"0,285s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_firstName""), Firstname)",Chrome 142.0.7444.176,,,27-11-2025 21:07:42,27-11-2025 21:07:43,"0,716s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:07:43,27-11-2025 21:07:43,"0,237s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:07:43,27-11-2025 21:07:43,"0,252s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 21:07:43,27-11-2025 21:07:44,"0,619s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Email_userEmail""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:07:44,27-11-2025 21:07:44,"0,247s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Email_userEmail""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:07:44,27-11-2025 21:07:44,"0,256s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:07:44,27-11-2025 21:07:46,"2,014s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Email_userEmail""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:07:46,27-11-2025 21:07:47,"0,249s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Email_userEmail""), EmailAddress)",Chrome 142.0.7444.176,,,27-11-2025 21:07:47,27-11-2025 21:07:47,"0,648s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Gender_Male""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:07:47,27-11-2025 21:07:47,"0,246s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Gender_Female""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:07:47,27-11-2025 21:07:48,"0,250s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Gender_Other""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:07:48,27-11-2025 21:07:48,"0,250s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Gender_Male""), 100)",Chrome 142.0.7444.176,,,27-11-2025 21:07:48,27-11-2025 21:07:48,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:07:48,27-11-2025 21:07:50,"2,007s",PASSED
"verifyElementClickable(findTestObject(""Page_DEMOQA/input_Gender_Male""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:07:50,27-11-2025 21:07:50,"0,005s",NOT_RUN
"enhancedClick(findTestObject(""Page_DEMOQA/input_Gender_Male""))",Chrome 142.0.7444.176,,,27-11-2025 21:07:50,27-11-2025 21:08:02,"11,828s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:08:02,27-11-2025 21:08:02,"0,251s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:08:02,27-11-2025 21:08:03,"0,254s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:08:03,27-11-2025 21:08:05,"2,007s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:08:05,27-11-2025 21:08:05,"0,250s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), MobileNumber)",Chrome 142.0.7444.176,,,27-11-2025 21:08:05,27-11-2025 21:08:05,"0,635s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_DateOfBirth_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:08:05,27-11-2025 21:08:06,"0,233s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_DateOfBirth_old""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:08:06,27-11-2025 21:08:06,"0,265s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth_old""), Keys.chord(ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT))",Chrome 142.0.7444.176,,,27-11-2025 21:08:06,27-11-2025 21:08:06,"0,389s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:08:06,27-11-2025 21:08:08,"2,011s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth_old""), Keys.chord(DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE, DELETE))",Chrome 142.0.7444.176,,,27-11-2025 21:08:08,27-11-2025 21:08:09,"0,376s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_DateOfBirth_old""), DateOfBirth)",Chrome 142.0.7444.176,,,27-11-2025 21:08:09,27-11-2025 21:08:10,"0,885s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth_old""), Keys.chord(ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT, ARROW_LEFT))",Chrome 142.0.7444.176,,,27-11-2025 21:08:10,27-11-2025 21:08:10,"0,518s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:08:10,27-11-2025 21:08:12,"2,010s",PASSED
"sendKeys(findTestObject(""Page_DEMOQA/input_DateOfBirth_old""), Keys.chord(BACK_SPACE, ENTER))",Chrome 142.0.7444.176,,,27-11-2025 21:08:12,27-11-2025 21:08:12,"0,310s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:08:12,27-11-2025 21:08:14,"2,011s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_SubjectsInput""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:08:14,27-11-2025 21:08:15,"0,247s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_SubjectsInput""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:08:15,27-11-2025 21:08:15,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:08:15,27-11-2025 21:08:17,"2,004s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_SubjectsInput""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:08:17,27-11-2025 21:08:17,"0,258s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_SubjectsInput""), Subjects)",Chrome 142.0.7444.176,,,27-11-2025 21:08:17,27-11-2025 21:08:18,"0,645s",PASSED
