Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSPracticeFormNegativeMandatory,Chrome 142.0.7444.176,,,27-11-2025 20:12:04,27-11-2025 20:24:34,"12m - 29,701s",FAILED
,,,,,,,
Test Cases/Negative/Case01-2-N2 Alert Notification For Mandatory Field On First Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:12:05,27-11-2025 20:13:46,"1m - 41,481s",PASSED
"DATA BINDING - {""(Default) First..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:12:06,27-11-2025 20:12:09,"3,035s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:12:09,27-11-2025 20:13:27,"1m - 18,203s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:13:27,27-11-2025 20:13:27,"0,048s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:13:27,27-11-2025 20:13:29,"2,027s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:13:29,27-11-2025 20:13:29,"0,321s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:13:29,27-11-2025 20:13:29,"0,295s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:13:29,27-11-2025 20:13:31,"2,018s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), Firstname)",Chrome 142.0.7444.176,,,27-11-2025 20:13:31,27-11-2025 20:13:32,"0,718s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:13:32,27-11-2025 20:13:34,"2,006s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:13:34,27-11-2025 20:13:34,"0,247s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:13:34,27-11-2025 20:13:36,"2,019s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:13:36,27-11-2025 20:13:37,"0,261s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:13:37,27-11-2025 20:13:39,"2,009s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:13:39,27-11-2025 20:13:39,"0,264s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:13:39,27-11-2025 20:13:41,"2,018s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:13:41,27-11-2025 20:13:41,"0,360s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:13:41,27-11-2025 20:13:43,"2,012s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:13:43,27-11-2025 20:13:44,"0,265s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:13:44,27-11-2025 20:13:46,"2,009s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:13:46,27-11-2025 20:13:46,"0,250s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_firstName_old""))",Chrome 142.0.7444.176,,,27-11-2025 20:13:46,27-11-2025 20:13:46,"0,328s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Firstname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:13:46,27-11-2025 20:13:46,"0,256s",PASSED
,,,,,,,
Test Cases/Negative/Case01-2-N2 Alert Notification For Mandatory Field On First Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:13:46,27-11-2025 20:14:37,"50,523s",PASSED
"DATA BINDING - {""(Default) First..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:13:47,27-11-2025 20:13:49,"1,997s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:13:49,27-11-2025 20:14:17,"28,973s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:14:17,27-11-2025 20:14:18,"0,033s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:14:18,27-11-2025 20:14:20,"2,016s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:14:20,27-11-2025 20:14:20,"0,265s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:14:20,27-11-2025 20:14:20,"0,273s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:14:20,27-11-2025 20:14:22,"2,015s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), Firstname)",Chrome 142.0.7444.176,,,27-11-2025 20:14:22,27-11-2025 20:14:23,"0,645s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:14:23,27-11-2025 20:14:25,"2,017s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:14:25,27-11-2025 20:14:25,"0,256s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:14:25,27-11-2025 20:14:27,"2,016s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:14:27,27-11-2025 20:14:27,"0,264s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:14:27,27-11-2025 20:14:29,"2,018s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:14:29,27-11-2025 20:14:30,"0,270s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:14:30,27-11-2025 20:14:32,"2,003s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:14:32,27-11-2025 20:14:32,"0,328s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:14:32,27-11-2025 20:14:34,"2,012s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:14:34,27-11-2025 20:14:34,"0,259s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:14:34,27-11-2025 20:14:36,"2,017s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:14:36,27-11-2025 20:14:36,"0,248s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_firstName_old""))",Chrome 142.0.7444.176,,,27-11-2025 20:14:36,27-11-2025 20:14:37,"0,331s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Firstname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:14:37,27-11-2025 20:14:37,"0,240s",PASSED
,,,,,,,
Test Cases/Negative/Case01-2-N2 Alert Notification For Mandatory Field On First Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:14:37,27-11-2025 20:15:25,"47,665s",PASSED
"DATA BINDING - {""(Default) First..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:14:37,27-11-2025 20:14:39,"2,004s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:14:39,27-11-2025 20:15:05,"26,217s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:15:05,27-11-2025 20:15:05,"0,034s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:15:05,27-11-2025 20:15:07,"2,010s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:15:07,27-11-2025 20:15:08,"0,260s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:15:08,27-11-2025 20:15:08,"0,268s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:15:08,27-11-2025 20:15:10,"2,007s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), Firstname)",Chrome 142.0.7444.176,,,27-11-2025 20:15:10,27-11-2025 20:15:10,"0,641s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:15:10,27-11-2025 20:15:12,"2,004s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:15:12,27-11-2025 20:15:13,"0,246s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:15:13,27-11-2025 20:15:15,"2,017s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:15:15,27-11-2025 20:15:15,"0,251s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:15:15,27-11-2025 20:15:17,"2,003s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:15:17,27-11-2025 20:15:17,"0,250s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:15:17,27-11-2025 20:15:19,"2,007s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:15:19,27-11-2025 20:15:20,"0,337s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:15:20,27-11-2025 20:15:22,"2,018s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:15:22,27-11-2025 20:15:22,"0,256s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:15:22,27-11-2025 20:15:24,"2,006s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:15:24,27-11-2025 20:15:24,"0,248s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_firstName_old""))",Chrome 142.0.7444.176,,,27-11-2025 20:15:24,27-11-2025 20:15:24,"0,315s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Firstname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:15:24,27-11-2025 20:15:25,"0,243s",PASSED
,,,,,,,
Test Cases/Negative/Case01-3-N3 Alert Notification For Mandatory Field On Last Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:15:25,27-11-2025 20:16:18,"53,674s",PASSED
"DATA BINDING - {""(Default) Lastn..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:15:25,27-11-2025 20:15:27,"1,986s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:15:27,27-11-2025 20:15:59,"32,160s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:15:59,27-11-2025 20:15:59,"0,031s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:15:59,27-11-2025 20:16:01,"2,019s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:16:01,27-11-2025 20:16:01,"0,254s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:16:01,27-11-2025 20:16:01,"0,249s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:16:01,27-11-2025 20:16:03,"2,010s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 20:16:03,27-11-2025 20:16:04,"0,647s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:16:04,27-11-2025 20:16:06,"2,008s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:16:06,27-11-2025 20:16:06,"0,264s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:16:06,27-11-2025 20:16:08,"2,016s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:16:08,27-11-2025 20:16:09,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:16:09,27-11-2025 20:16:11,"2,004s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:16:11,27-11-2025 20:16:11,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:16:11,27-11-2025 20:16:13,"2,013s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:16:13,27-11-2025 20:16:13,"0,342s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:16:13,27-11-2025 20:16:15,"2,011s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:16:15,27-11-2025 20:16:16,"0,247s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:16:16,27-11-2025 20:16:18,"2,008s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:16:18,27-11-2025 20:16:18,"0,246s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_lastName_old""))",Chrome 142.0.7444.176,,,27-11-2025 20:16:18,27-11-2025 20:16:18,"0,323s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Lastname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:16:18,27-11-2025 20:16:18,"0,253s",PASSED
,,,,,,,
Test Cases/Negative/Case01-3-N3 Alert Notification For Mandatory Field On Last Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:16:18,27-11-2025 20:18:52,"2m - 33,828s",PASSED
"DATA BINDING - {""(Default) Lastn..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:16:18,27-11-2025 20:16:20,"1,957s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:16:20,27-11-2025 20:16:52,"31,761s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:16:52,27-11-2025 20:16:52,"0,035s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:16:52,27-11-2025 20:16:54,"2,007s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:16:54,27-11-2025 20:17:02,"8,347s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:17:02,27-11-2025 20:17:13,"10,317s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:17:13,27-11-2025 20:17:15,"2,009s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 20:17:15,27-11-2025 20:17:26,"10,738s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:17:26,27-11-2025 20:17:28,"2,003s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:17:28,27-11-2025 20:17:36,"8,365s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:17:36,27-11-2025 20:17:38,"2,011s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:17:38,27-11-2025 20:17:48,"10,364s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:17:48,27-11-2025 20:17:50,"2,010s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:17:50,27-11-2025 20:18:01,"10,268s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:18:01,27-11-2025 20:18:03,"2,007s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:18:03,27-11-2025 20:18:13,"10,398s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:18:13,27-11-2025 20:18:15,"2,004s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:18:15,27-11-2025 20:18:25,"10,261s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:18:25,27-11-2025 20:18:27,"2,018s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:18:27,27-11-2025 20:18:36,"8,294s",PASSED
